09/05/2017;122
10/05/2017;199
11/05/2017;169
12/05/2017;830
13/05/2017;760
14/05/2017;289
15/05/2017;453
16/05/2017;655
17/05/2017;953
18/05/2017;956
19/05/2017;963
20/05/2017;968
21/05/2017;956
22/05/2017;954
23/05/2017;963
24/05/2017;951
25/05/2017;950
26/05/2017;952
27/05/2017;965
28/05/2017;920
29/05/2017;952
30/05/2017;948
31/05/2017;871
01/06/2017;915
02/06/2017;950
03/06/2017;935
04/06/2017;908
05/06/2017;933
06/06/2017;894
07/06/2017;879
08/06/2017;892
09/06/2017;947
10/06/2017;910
11/06/2017;866
12/06/2017;876
13/06/2017;631
14/06/2017;878
15/06/2017;860
16/06/2017;817
17/06/2017;898
18/06/2017;905
19/06/2017;912
20/06/2017;878
21/06/2017;952
22/06/2017;953
23/06/2017;868
24/06/2017;802
25/06/2017;817
26/06/2017;809
27/06/2017;907
28/06/2017;908
29/06/2017;872
30/06/2017;843
01/07/2017;819
02/07/2017;651
03/07/2017;817
04/07/2017;756
05/07/2017;820
06/07/2017;778
07/07/2017;811
08/07/2017;692
09/07/2017;680
10/07/2017;803
11/07/2017;748
12/07/2017;739
13/07/2017;785
14/07/2017;754
15/07/2017;683
16/07/2017;318
17/07/2017;666
18/07/2017;547
19/07/2017;444
20/07/2017;584
21/07/2017;348
22/07/2017;318
23/07/2017;538
24/07/2017;425
25/07/2017;493
26/07/2017;745
27/07/2017;580
28/07/2017;610
29/07/2017;800
30/07/2017;839
31/07/2017;766
01/08/2017;793
02/08/2017;416
03/08/2017;689
04/08/2017;727
05/08/2017;532
06/08/2017;423
07/08/2017;517
08/08/2017;427
09/08/2017;639
10/08/2017;496
11/08/2017;593
12/08/2017;410
13/08/2017;390
14/08/2017;448
15/08/2017;852
16/08/2017;787
17/08/2017;587
18/08/2017;372
19/08/2017;290
20/08/2017;340
21/08/2017;309
22/08/2017;503
23/08/2017;444
24/08/2017;484
25/08/2017;491
26/08/2017;302
27/08/2017;351
28/08/2017;716
29/08/2017;743
30/08/2017;670
31/08/2017;698
01/09/2017;869
02/09/2017;796
03/09/2017;723
04/09/2017;971
05/09/2017;976
06/09/2017;943
07/09/2017;875
08/09/2017;901
09/09/2017;846
10/09/2017;881
11/09/2017;893
12/09/2017;948
13/09/2017;913
14/09/2017;860
15/09/2017;785
16/09/2017;840
17/09/2017;823
18/09/2017;890
19/09/2017;779
20/09/2017;852
21/09/2017;773
22/09/2017;787
23/09/2017;729
24/09/2017;369
25/09/2017;493
26/09/2017;836
27/09/2017;503
28/09/2017;328
29/09/2017;583
30/09/2017;547
01/10/2017;324
02/10/2017;400
03/10/2017;697
04/10/2017;662
05/10/2017;555
06/10/2017;743
07/10/2017;834
08/10/2017;462
09/10/2017;463
10/10/2017;688
11/10/2017;459
12/10/2017;283
13/10/2017;274
14/10/2017;297
15/10/2017;288
16/10/2017;616
17/10/2017;781
18/10/2017;850
19/10/2017;645
20/10/2017;604
21/10/2017;537
22/10/2017;439
23/10/2017;573
24/10/2017;471
25/10/2017;561
26/10/2017;477
27/10/2017;407
28/10/2017;285
29/10/2017;379
30/10/2017;512
31/10/2017;759
01/11/2017;455
02/11/2017;465
03/11/2017;573
04/11/2017;469
05/11/2017;364
06/11/2017;424
07/11/2017;752
08/11/2017;805
09/11/2017;608
10/11/2017;406
11/11/2017;733
12/11/2017;238
13/11/2017;371
14/11/2017;551
15/11/2017;528
16/11/2017;497
